Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04,73,25,8.7,6,Konami,E10+
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.48,0,0.11,1.04,46,38,4.4,455,Sega,E10+
Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02,83,27,8.7,6,EA Tiburon,E
Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,0,0,1.01,0,1.01,NA,NA,NA,NA,NA,NA
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0,1,NA,NA,NA,NA,NA,NA
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75,26,8.3,30,Project Aces,T
Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66,9,NA,NA,NanaOn-Sha,E
Cars,DS,2006,Racing,THQ,0.85,0.04,0,0.07,0.97,54,17,2.1,11,Helixe,E
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97,84,25,9.1,16,Traveller's Tales,E10+
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0,0.22,0.95,52,47,6.7,18,SCEE London Studio,M
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.95,NA,NA,NA,NA,NA,NA
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,9.1,293,Rockstar Vancouver,T
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,30,8.9,31,SCEA San Diego Studios,E
Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93,71,21,7,5,Rainbow Studios,E
Cars,Wii,2006,Racing,THQ,0.83,0.03,0,0.07,0.92,65,13,NA,NA,Rainbow Studios,E
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Tantalus Interactive,E
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,Sonic Team,E
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,"Mistwalker, Artoon",T
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70,44,8.1,8,Clap Hanz,E
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0,0.18,0.89,77,56,8.3,80,Guerrilla,T
SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89,NA,NA,NA,NA,NA,NA
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.8,0,0.01,0.07,0.88,51,11,7.8,17,Ubisoft,E
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,69,17,7.3,19,Shaba Games,T
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,81,10,8.3,14,KCET,E
Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.51,0,0.23,0.86,76,46,7.9,14,Team 17,E
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82,81,29,8.2,33,Raven Software,T
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.72,0.03,0,0.06,0.8,NA,NA,7,4,Gorilla Systems,E
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0,0.22,0.79,57,9,7.3,10,Maxis,T
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79,73,31,8.6,61,Spike,T
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85,59,8.1,148,Ubisoft Shanghai,M
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78,81,12,8.4,18,"Kush Games, Visual Concepts",E
Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0,0.23,0.77,70,22,6.6,18,Team 17,E10+
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85,54,8,188,Nintendo,T
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55,46,5.8,30,Game Republic,T
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0,0.08,0.75,81,75,7.8,69,Rockstar San Diego,E
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75,76,27,9,18,EA Canada,E
Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0,0,0.74,0,0.74,NA,NA,NA,NA,NA,NA
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74,70,19,8.8,31,JGI Entertainment,M
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0,0,0.06,0.73,79,43,6.9,20,EA Sports,E
Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72,79,33,6,8,EA Redwood Shores,E
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.64,0,0,0.05,0.69,68,22,8.1,7,Rainbow Studios,E
Tourist Trophy: The Real Riding Simulator,PS2,2006,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,NA,NA,NA,NA,NA,NA
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,2006,Misc,Rocket Company,0,0,0.67,0,0.67,NA,NA,NA,NA,NA,NA
Red Steel,Wii,2006,Shooter,Ubisoft,0.54,0.03,0.04,0.05,0.67,63,54,6.8,121,Ubisoft Paris,T
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0,0,0.66,0,0.66,NA,NA,NA,NA,NA,NA
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.66,67,26,6.9,9,Ubisoft,T
WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.33,0.2,0,0.14,0.66,78,13,8.1,21,Yuke's,T
Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66,69,32,2.9,52,Frontier Developments,E10+
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81,45,8.9,62,Capcom,M
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.03,0,0.05,0.63,81,50,8,45,Traveller's Tales,E10+
Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93,69,9.3,327,Clover Studio,T
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76,43,7.2,14,Neversoft Entertainment,T
Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62,82,14,9.2,5,EA Tiburon,E
Formula 1: Championship Edition,PS3,2006,Racing,Sony Computer Entertainment,0,0.57,0.04,0,0.61,NA,NA,NA,NA,NA,NA
Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58,26,8.8,13,Omega Force,T
Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0,0.08,0.6,52,29,7.5,39,Appaloosa Interactive,M
NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0,0,0.04,0.58,84,46,7.8,67,"Kush Games, Visual Concepts",E
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07,0.58,52,22,6.9,17,Cavia Inc.,T
FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57,77,28,8.1,33,EA Canada,E
Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,66,18,8.6,14,EA Tiburon,E10+
Harry Potter Collection,PS2,2006,Misc,Electronic Arts,0.28,0.21,0,0.07,0.56,NA,NA,NA,NA,Electronic Arts,E10+
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.07,0,0.07,0.56,68,11,7.6,14,Page 44 Studios,T
Dogz,DS,2006,Simulation,Ubisoft,0.5,0.01,0,0.04,0.56,NA,NA,7.8,9,MTO,E
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56,88,20,6.9,10,EA Sports,E
The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.42,0.11,0,0.02,0.55,NA,NA,NA,NA,NA,NA
Catz,DS,2006,Simulation,Ubisoft,0.49,0.02,0,0.04,0.55,NA,NA,5.3,16,Powerhead Games,E
Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0,0,0.04,0.55,NA,NA,NA,NA,NA,NA
FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0,0.04,0.54,NA,NA,NA,NA,NA,NA
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,70,21,8.1,19,Dimps Corporation,T
Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0,0.07,0.54,58,29,8.6,10,Edge of Reality,E10+
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,78,26,8.1,52,Neverland,E
Excite Truck,Wii,2006,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72,57,8.4,83,Monster Games Inc.,E
Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Adventure,Capcom,0.21,0.04,0.26,0.03,0.53,NA,NA,NA,NA,NA,NA
Star Fox Command,DS,2006,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76,56,7.3,56,Q-Games,E10+
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0,0.52,NA,NA,NA,NA,NA,NA
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0,0.33,0.02,0.52,69,27,8.2,21,ChunSoft,E
GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41,15,4,21,MTO,E
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52,76,25,4.2,22,EA Tiburon,E
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82,43,7.1,96,Crystal Dynamics,T
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.01,0,0.04,0.52,74,22,8.1,22,EA Chicago,T
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0,0,0.52,0,0.52,NA,NA,NA,NA,NA,NA
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0,0,0.52,78,29,8.6,35,Maxis,T
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0,0.04,0.51,64,9,7.5,4,EA Sports,E
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,75,45,8.4,55,Namco,T
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51,76,11,4.6,51,EA Sports,E10+
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0,0.07,0.5,55,41,7.2,25,Sonic Team,E
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0,0.04,0.5,81,50,7.8,46,Yuke's,T
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5,81,30,NA,NA,EA Redwood Shores,E
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0,0.01,0.5,60,10,6.5,4,AWE Games,E10+
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5,83,36,8.4,104,Io Interactive,M
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.04,0,0.04,0.5,89,61,8.1,140,Criterion Games,E10+
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.49,81,35,8,16,EA Canada,E
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.44,0.02,0,0.04,0.49,57,16,5.6,7,Blitz Games,E
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,81,65,7.6,38,Neversoft Entertainment,T
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0,0,0.49,0,0.49,NA,NA,NA,NA,NA,NA
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0,0.02,0.49,76,41,8.4,46,Radical Entertainment,M
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0,0,0.04,0.49,56,7,7.3,4,WayForward,E
Destroy All Humans! 2,PS2,2006,Action,THQ,0.4,0.02,0,0.07,0.48,NA,NA,NA,NA,NA,NA
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0,0,0.04,0.48,80,44,7.9,21,EA Redwood Shores,E
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0,0.48,72,49,6.6,33,EA Canada,E
Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,65,34,6,21,Nex Entertainment,E10+
The Godfather (JP sales),PS2,2006,Action,Electronic Arts,0.39,0.02,0,0.06,0.47,NA,NA,NA,NA,NA,NA
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84,45,9,59,Tri-Ace,T
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47,69,19,8.5,8,Midway,E
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0,0.02,0.47,74,19,7.4,11,EA Canada,E10+
Hamsterz Life,DS,2006,Action,Ubisoft,0.43,0.01,0,0.04,0.47,NA,NA,9,13,Digital Kids,E
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.33,0.12,0,0.01,0.47,70,8,5.6,5,Amaze Entertainment,E10+
